0048660	regulation of smooth muscle cell proliferation	biological_process
0000723	telomere maintenance	biological_process
0005886	plasma membrane	cellular_component
0090734	site of DNA damage	cellular_component
0032040	small-subunit processome	cellular_component
0045027	DNA end binding	molecular_function
0008047	enzyme activator activity	molecular_function
0034511	U3 snoRNA binding	molecular_function
0031625	ubiquitin protein ligase binding	molecular_function
0008283	cell population proliferation	biological_process
0006974	cellular response to DNA damage stimulus	biological_process
0071398	cellular response to fatty acid	biological_process
1990830	cellular response to leukemia inhibitory factor	biological_process
0006302	double-strand break repair	biological_process
0060218	hematopoietic stem cell differentiation	biological_process
1904430	negative regulation of t-circle formation	biological_process
0043085	positive regulation of catalytic activity	biological_process
0050769	positive regulation of neurogenesis	biological_process
0051973	positive regulation of telomerase activity	biological_process
0032212	positive regulation of telomere maintenance via telomerase	biological_process
0070198	protein localization to chromosome, telomeric region	biological_process
0032204	regulation of telomere maintenance	biological_process
0042493	response to drug	biological_process
0034462	small-subunit processome assembly	biological_process
0008584	male gonad development	biological_process
0007140	male meiotic nuclear division	biological_process
0006402	mRNA catabolic process	biological_process
0043066	negative regulation of apoptotic process	biological_process
0022604	regulation of cell morphogenesis	biological_process
0045652	regulation of megakaryocyte differentiation	biological_process
0007130	synaptonemal complex assembly	biological_process
0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	molecular_function
0016525	negative regulation of angiogenesis	biological_process
0000956	nuclear-transcribed mRNA catabolic process	biological_process
1901224	positive regulation of NIK/NF-kappaB signaling	biological_process
0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	biological_process
0052657	guanine phosphoribosyltransferase activity	molecular_function
0004422	hypoxanthine phosphoribosyltransferase activity	molecular_function
0042802	identical protein binding	molecular_function
0000287	magnesium ion binding	molecular_function
0000166	nucleotide binding	molecular_function
0006168	adenine salvage	biological_process
0021954	central nervous system neuron development	biological_process
0021895	cerebral cortex neuron differentiation	biological_process
0048813	dendrite morphogenesis	biological_process
0042417	dopamine metabolic process	biological_process
0046038	GMP catabolic process	biological_process
0032263	GMP salvage	biological_process
0007625	grooming behavior	biological_process
0006178	guanine salvage	biological_process
0046100	hypoxanthine metabolic process	biological_process
0043103	hypoxanthine salvage	biological_process
0046040	IMP metabolic process	biological_process
0032264	IMP salvage	biological_process
0007626	locomotory behavior	biological_process
0046651	lymphocyte proliferation	biological_process
0045964	positive regulation of dopamine metabolic process	biological_process
0051289	protein homotetramerization	biological_process
0006164	purine nucleotide biosynthetic process	biological_process
0006166	purine ribonucleoside salvage	biological_process
0043101	purine-containing compound salvage	biological_process
0001975	response to amphetamine	biological_process
0021756	striatum development	biological_process
0001913	T cell mediated cytotoxicity	biological_process
0030424	axon	cellular_component
1904115	axon cytoplasm	cellular_component
0098674	extrinsic component of neuronal dense core vesicle membrane	cellular_component
0005871	kinesin complex	cellular_component
0005874	microtubule	cellular_component
0043005	neuron projection	cellular_component
0043025	neuronal cell body	cellular_component
0098992	neuronal dense core vesicle	cellular_component
0098794	postsynapse	cellular_component
0008021	synaptic vesicle	cellular_component
0008574	ATP-dependent microtubule motor activity, plus-end-directed	molecular_function
0016887	ATPase activity	molecular_function
0008017	microtubule binding	molecular_function
0003777	microtubule motor activity	molecular_function
0003774	motor activity	molecular_function
0008089	anterograde axonal transport	biological_process
1990048	anterograde neuronal dense core vesicle transport	biological_process
0030705	cytoskeleton-dependent intracellular transport	biological_process
0099519	dense core granule cytoskeletal transport	biological_process
0022027	interkinetic nuclear migration	biological_process
0007018	microtubule-based movement	biological_process
0098840	protein transport along microtubule	biological_process
0060998	regulation of dendritic spine development	biological_process
0061001	regulation of dendritic spine morphogenesis	biological_process
1990049	retrograde neuronal dense core vesicle transport	biological_process
0016192	vesicle-mediated transport	biological_process
0043293	apoptosome	cellular_component
0005739	mitochondrion	cellular_component
0004197	cysteine-type endopeptidase activity	molecular_function
0097153	cysteine-type endopeptidase activity involved in apoptotic process	molecular_function
0097199	cysteine-type endopeptidase activity involved in apoptotic signaling pathway	molecular_function
0097200	cysteine-type endopeptidase activity involved in execution phase of apoptosis	molecular_function
0008233	peptidase activity	molecular_function
0019901	protein kinase binding	molecular_function
0017124	SH3 domain binding	molecular_function
0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	biological_process
0008635	activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c	biological_process
0007568	aging	biological_process
0006915	apoptotic process	biological_process
0034644	cellular response to UV	biological_process
0097192	extrinsic apoptotic signaling pathway in absence of ligand	biological_process
0034349	glial cell apoptotic process	biological_process
0008630	intrinsic apoptotic signaling pathway in response to DNA damage	biological_process
0001822	kidney development	biological_process
0071887	leukocyte apoptotic process	biological_process
0030220	platelet formation	biological_process
0043065	positive regulation of apoptotic process	biological_process
0043525	positive regulation of neuron apoptotic process	biological_process
2001020	regulation of response to DNA damage stimulus	biological_process
0046677	response to antibiotic	biological_process
0032025	response to cobalt ion	biological_process
0032355	response to estradiol	biological_process
0002931	response to ischemia	biological_process
0032496	response to lipopolysaccharide	biological_process
0042770	signal transduction in response to DNA damage	biological_process
0008270	zinc ion binding	molecular_function
0003283	atrial septum development	biological_process
0003181	atrioventricular valve morphogenesis	biological_process
0071456	cellular response to hypoxia	biological_process
0030330	DNA damage response, signal transduction by p53 class mediator	biological_process
0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	biological_process
0003203	endocardial cushion morphogenesis	biological_process
0003170	heart valve development	biological_process
0071157	negative regulation of cell cycle arrest	biological_process
0008285	negative regulation of cell population proliferation	biological_process
0042177	negative regulation of protein catabolic process	biological_process
0000122	negative regulation of transcription by RNA polymerase II	biological_process
0016579	protein deubiquitination	biological_process
0050821	protein stabilization	biological_process
0065003	protein-containing complex assembly	biological_process
1901796	regulation of signal transduction by p53 class mediator	biological_process
0006357	regulation of transcription by RNA polymerase II	biological_process
0003281	ventricular septum development	biological_process
0005813	centrosome	cellular_component
0004843	thiol-dependent ubiquitin-specific protease activity	molecular_function
0007049	cell cycle	biological_process
0048512	circadian behavior	biological_process
0032922	circadian regulation of gene expression	biological_process
0043153	entrainment of circadian clock by photoperiod	biological_process
0045475	locomotor rhythm	biological_process
0007517	muscle organ development	biological_process
0006511	ubiquitin-dependent protein catabolic process	biological_process
0000785	chromatin	cellular_component
0046975	histone methyltransferase activity (H3-K36 specific)	molecular_function
0018024	histone-lysine N-methyltransferase activity	molecular_function
0003713	transcription coactivator activity	molecular_function
0016571	histone methylation	biological_process
2001255	positive regulation of histone H3-K36 trimethylation	biological_process
0006355	regulation of transcription, DNA-templated	biological_process
0005938	cell cortex	cellular_component
0060187	cell pole	cellular_component
0030136	clathrin-coated vesicle	cellular_component
0005769	early endosome	cellular_component
0005768	endosome	cellular_component
0005770	late endosome	cellular_component
0043204	perikaryon	cellular_component
0043533	inositol 1,3,4,5 tetrakisphosphate binding	molecular_function
0048105	establishment of body hair planar orientation	biological_process
2000009	negative regulation of protein localization to cell surface	biological_process
0007158	neuron cell-cell adhesion	biological_process
0001764	neuron migration	biological_process
0015031	protein transport	biological_process
0005783	endoplasmic reticulum	cellular_component
0046922	peptide-O-fucosyltransferase activity	molecular_function
0006004	fucose metabolic process	biological_process
0036066	protein O-linked fucosylation	biological_process
0047391	alkylglycerophosphoethanolamine phosphodiesterase activity	molecular_function
0016787	hydrolase activity	molecular_function
0004622	lysophospholipase activity	molecular_function
0003676	nucleic acid binding	molecular_function
0004551	nucleotide diphosphatase activity	molecular_function
0004528	phosphodiesterase I activity	molecular_function
0030247	polysaccharide binding	molecular_function
0005044	scavenger receptor activity	molecular_function
0008134	transcription factor binding	molecular_function
0048870	cell motility	biological_process
0006935	chemotaxis	biological_process
0006955	immune response	biological_process
0034638	phosphatidylcholine catabolic process	biological_process
0009395	phospholipid catabolic process	biological_process
0010634	positive regulation of epithelial cell migration	biological_process
2000394	positive regulation of lamellipodium morphogenesis	biological_process
0050731	positive regulation of peptidyl-tyrosine phosphorylation	biological_process
0045765	regulation of angiogenesis	biological_process
0030334	regulation of cell migration	biological_process
0030149	sphingolipid catabolic process	biological_process
0052689	carboxylic ester hydrolase activity	molecular_function
0008474	palmitoyl-(protein) hydrolase activity	molecular_function
0002084	protein depalmitoylation	biological_process
0005694	chromosome	cellular_component
0000777	condensed chromosome kinetochore	cellular_component
0000776	kinetochore	cellular_component
0072686	mitotic spindle	cellular_component
0044615	nuclear pore nuclear basket	cellular_component
0000922	spindle pole	cellular_component
0031145	anaphase-promoting complex-dependent catabolic process	biological_process
0051301	cell division	biological_process
0051660	establishment of centrosome localization	biological_process
0000132	establishment of mitotic spindle orientation	biological_process
0007093	mitotic cell cycle checkpoint	biological_process
0000070	mitotic sister chromatid segregation	biological_process
0007094	mitotic spindle assembly checkpoint	biological_process
0045930	negative regulation of mitotic cell cycle	biological_process
1904667	negative regulation of ubiquitin protein ligase activity	biological_process
0090267	positive regulation of mitotic cell cycle spindle assembly checkpoint	biological_process
1901990	regulation of mitotic cell cycle phase transition	biological_process
0062023	collagen-containing extracellular matrix	cellular_component
0031012	extracellular matrix	cellular_component
0016607	nuclear speck	cellular_component
0004222	metalloendopeptidase activity	molecular_function
0008237	metallopeptidase activity	molecular_function
0002020	protease binding	molecular_function
0022617	extracellular matrix disassembly	biological_process
0030198	extracellular matrix organization	biological_process
0006508	proteolysis	biological_process
0001501	skeletal system development	biological_process
0000790	chromatin	cellular_component
0016581	NuRD complex	cellular_component
0042826	histone deacetylase binding	molecular_function
0001103	RNA polymerase II repressing transcription factor binding	molecular_function
0043044	ATP-dependent chromatin remodeling	biological_process
0070025	carbon monoxide binding	molecular_function
0004122	cystathionine beta-synthase activity	molecular_function
0020037	heme binding	molecular_function
0072341	modified amino acid binding	molecular_function
0070026	nitric oxide binding	molecular_function
0050421	nitrite reductase (NO-forming) activity	molecular_function
0019825	oxygen binding	molecular_function
0030170	pyridoxal phosphate binding	molecular_function
1904047	S-adenosyl-L-methionine binding	molecular_function
0019344	cysteine biosynthetic process	biological_process
0006535	cysteine biosynthetic process from serine	biological_process
0019343	cysteine biosynthetic process via cystathionine	biological_process
0042262	DNA protection	biological_process
0043418	homocysteine catabolic process	biological_process
0050667	homocysteine metabolic process	biological_process
0070814	hydrogen sulfide biosynthetic process	biological_process
0019448	L-cysteine catabolic process	biological_process
0006565	L-serine catabolic process	biological_process
0006563	L-serine metabolic process	biological_process
0019346	transsulfuration	biological_process
0051864	histone demethylase activity (H3-K36 specific)	molecular_function
0032453	histone demethylase activity (H3-K4 specific)	molecular_function
0003714	transcription corepressor activity	molecular_function
0070544	histone H3-K36 demethylation	biological_process
0034720	histone H3-K4 demethylation	biological_process
0042254	ribosome biogenesis	biological_process
0005743	mitochondrial inner membrane	cellular_component
0005759	mitochondrial matrix	cellular_component
0008144	drug binding	molecular_function
0005542	folic acid binding	molecular_function
1990825	sequence-specific mRNA binding	molecular_function
0004799	thymidylate synthase activity	molecular_function
0000900	translation repressor activity, mRNA regulatory element binding	molecular_function
0051216	cartilage development	biological_process
0007623	circadian rhythm	biological_process
0048589	developmental growth	biological_process
0071897	DNA biosynthetic process	biological_process
0006231	dTMP biosynthetic process	biological_process
0006235	dTTP biosynthetic process	biological_process
0060574	intestinal epithelial cell maturation	biological_process
0097421	liver regeneration	biological_process
0032259	methylation	biological_process
0019048	modulation by virus of host process	biological_process
0015949	nucleobase-containing small molecule interconversion	biological_process
0000083	regulation of transcription involved in G1/S transition of mitotic cell cycle	biological_process
0034097	response to cytokine	biological_process
0045471	response to ethanol	biological_process
0051593	response to folic acid	biological_process
0051384	response to glucocorticoid	biological_process
0046683	response to organophosphorus	biological_process
0032570	response to progesterone	biological_process
0009636	response to toxic substance	biological_process
0033189	response to vitamin A	biological_process
0035999	tetrahydrofolate interconversion	biological_process
0019860	uracil metabolic process	biological_process
0097433	dense body	cellular_component
0042470	melanosome	cellular_component
0045296	cadherin binding	molecular_function
0004519	endonuclease activity	molecular_function
0004518	nuclease activity	molecular_function
1905172	RISC complex binding	molecular_function
0003712	transcription coregulator activity	molecular_function
0010587	miRNA catabolic process	biological_process
0001649	osteoblast differentiation	biological_process
0010564	regulation of cell cycle process	biological_process
0006401	RNA catabolic process	biological_process
0045179	apical cortex	cellular_component
0016324	apical plasma membrane	cellular_component
0043203	axon hillock	cellular_component
0005923	bicellular tight junction	cellular_component
0031252	cell leading edge	cellular_component
0005911	cell-cell junction	cellular_component
0043231	intracellular membrane-bounded organelle	cellular_component
0045121	membrane raft	cellular_component
0005815	microtubule organizing center	cellular_component
0035748	myelin sheath abaxonal region	cellular_component
0005635	nuclear envelope	cellular_component
0016363	nuclear matrix	cellular_component
0014069	postsynaptic density	cellular_component
0001725	stress fiber	cellular_component
0031982	vesicle	cellular_component
0071889	14-3-3 protein binding	molecular_function
0004698	calcium-dependent protein kinase C activity	molecular_function
0043274	phospholipase binding	molecular_function
0015459	potassium channel regulator activity	molecular_function
0004672	protein kinase activity	molecular_function
0004697	protein kinase C activity	molecular_function
0004674	protein serine/threonine kinase activity	molecular_function
0031584	activation of phospholipase D activity	biological_process
0032148	activation of protein kinase B activity	biological_process
0016477	cell migration	biological_process
0007166	cell surface receptor signaling pathway	biological_process
0034613	cellular protein localization	biological_process
0032869	cellular response to insulin stimulus	biological_process
0030010	establishment of cell polarity	biological_process
0006954	inflammatory response	biological_process
0035556	intracellular signal transduction	biological_process
0007616	long-term memory	biological_process
0060291	long-term synaptic potentiation	biological_process
0051899	membrane depolarization	biological_process
0060081	membrane hyperpolarization	biological_process
0000226	microtubule cytoskeleton organization	biological_process
0051346	negative regulation of hydrolase activity	biological_process
0046627	negative regulation of insulin receptor signaling pathway	biological_process
0050732	negative regulation of peptidyl-tyrosine phosphorylation	biological_process
0031333	negative regulation of protein-containing complex assembly	biological_process
1990138	neuron projection extension	biological_process
0018105	peptidyl-serine phosphorylation	biological_process
0008284	positive regulation of cell population proliferation	biological_process
0001954	positive regulation of cell-matrix adhesion	biological_process
0070374	positive regulation of ERK1 and ERK2 cascade	biological_process
2000463	positive regulation of excitatory postsynaptic potential	biological_process
0046628	positive regulation of insulin receptor signaling pathway	biological_process
0032733	positive regulation of interleukin-10 production	biological_process
0032736	positive regulation of interleukin-13 production	biological_process
0032753	positive regulation of interleukin-4 production	biological_process
0032754	positive regulation of interleukin-5 production	biological_process
0051092	positive regulation of NF-kappaB transcription factor activity	biological_process
0051222	positive regulation of protein transport	biological_process
0050806	positive regulation of synaptic transmission	biological_process
2000553	positive regulation of T-helper 2 cell cytokine production	biological_process
0045630	positive regulation of T-helper 2 cell differentiation	biological_process
0070528	protein kinase C signaling	biological_process
0072659	protein localization to plasma membrane	biological_process
0006468	protein phosphorylation	biological_process
0007165	signal transduction	biological_process
0047496	vesicle transport along microtubule	biological_process
0005158	insulin receptor binding	molecular_function
0007411	axon guidance	biological_process
0008286	insulin receptor signaling pathway	biological_process
0046325	negative regulation of glucose import	biological_process
0045719	negative regulation of glycogen biosynthetic process	biological_process
0030178	negative regulation of Wnt signaling pathway	biological_process
0120162	positive regulation of cold-induced thermogenesis	biological_process
0042327	positive regulation of phosphorylation	biological_process
0030949	positive regulation of vascular endothelial growth factor receptor signaling pathway	biological_process
0032868	response to insulin	biological_process
0045668	negative regulation of osteoblast differentiation	biological_process
0016428	tRNA (cytosine-5-)-methyltransferase activity	molecular_function
0001510	RNA methylation	biological_process
0002946	tRNA C5-cytosine methylation	biological_process
0030488	tRNA methylation	biological_process
0016604	nuclear body	cellular_component
0035861	site of double-strand break	cellular_component
0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	molecular_function
0030331	estrogen receptor binding	molecular_function
0051287	NAD binding	molecular_function
0140294	NAD DNA ADP-ribosyltransferase activity	molecular_function
0003950	NAD+ ADP-ribosyltransferase activity	molecular_function
1990404	protein ADP-ribosylase activity	molecular_function
0047485	protein N-terminus binding	molecular_function
0070412	R-SMAD binding	molecular_function
0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	molecular_function
1990966	ATP generation from poly-ADP-D-ribose	biological_process
1904646	cellular response to amyloid-beta	biological_process
0034599	cellular response to oxidative stress	biological_process
0071294	cellular response to zinc ion	biological_process
0030592	DNA ADP-ribosylation	biological_process
0042769	DNA damage response, detection of DNA damage	biological_process
0006281	DNA repair	biological_process
0000724	double-strand break repair via homologous recombination	biological_process
0070911	global genome nucleotide-excision repair	biological_process
0030225	macrophage differentiation	biological_process
0032042	mitochondrial DNA metabolic process	biological_process
0043504	mitochondrial DNA repair	biological_process
0007005	mitochondrion organization	biological_process
2001170	negative regulation of ATP biosynthetic process	biological_process
1904357	negative regulation of telomere maintenance via telomere lengthening	biological_process
0000715	nucleotide-excision repair, DNA damage recognition	biological_process
0000717	nucleotide-excision repair, DNA duplex unwinding	biological_process
0033683	nucleotide-excision repair, DNA incision	biological_process
0006295	nucleotide-excision repair, DNA incision, 3'-to lesion	biological_process
0006296	nucleotide-excision repair, DNA incision, 5'-to lesion	biological_process
0006294	nucleotide-excision repair, preincision complex assembly	biological_process
0006293	nucleotide-excision repair, preincision complex stabilization	biological_process
0018424	peptidyl-glutamic acid poly-ADP-ribosylation	biological_process
0018312	peptidyl-serine ADP-ribosylation	biological_process
0010613	positive regulation of cardiac muscle hypertrophy	biological_process
1905168	positive regulation of double-strand break repair via homologous recombination	biological_process
0033148	positive regulation of intracellular estrogen receptor signaling pathway	biological_process
0051901	positive regulation of mitochondrial depolarization	biological_process
1904762	positive regulation of myofibroblast differentiation	biological_process
1901216	positive regulation of neuron death	biological_process
1900182	positive regulation of protein localization to nucleus	biological_process
1903518	positive regulation of single strand break repair	biological_process
0060391	positive regulation of SMAD protein signal transduction	biological_process
2000679	positive regulation of transcription regulatory region DNA binding	biological_process
0006471	protein ADP-ribosylation	biological_process
0070213	protein auto-ADP-ribosylation	biological_process
0016540	protein autoprocessing	biological_process
0036211	protein modification process	biological_process
0070212	protein poly-ADP-ribosylation	biological_process
0050790	regulation of catalytic activity	biological_process
1903827	regulation of cellular protein localization	biological_process
0044030	regulation of DNA methylation	biological_process
1903376	regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway	biological_process
0010990	regulation of SMAD protein complex assembly	biological_process
1904044	response to aldosterone	biological_process
0010332	response to gamma radiation	biological_process
0023019	signal transduction involved in regulation of gene expression	biological_process
0006366	transcription by RNA polymerase II	biological_process
0007179	transforming growth factor beta receptor signaling pathway	biological_process
0005776	autophagosome	cellular_component
0000421	autophagosome membrane	cellular_component
0031410	cytoplasmic vesicle	cellular_component
0005789	endoplasmic reticulum membrane	cellular_component
0051117	ATPase binding	molecular_function
0048487	beta-tubulin binding	molecular_function
0050811	GABA receptor binding	molecular_function
0000149	SNARE binding	molecular_function
0000045	autophagosome assembly	biological_process
0097352	autophagosome maturation	biological_process
0006914	autophagy	biological_process
0000422	autophagy of mitochondrion	biological_process
0006995	cellular response to nitrogen starvation	biological_process
0006891	intra-Golgi vesicle-mediated transport	biological_process
0016236	macroautophagy	biological_process
1901799	negative regulation of proteasomal protein catabolic process	biological_process
0032781	positive regulation of ATPase activity	biological_process
0070972	protein localization to endoplasmic reticulum	biological_process
0035097	histone methyltransferase complex	cellular_component
0051213	dioxygenase activity	molecular_function
0032452	histone demethylase activity	molecular_function
0034648	histone demethylase activity (H3-dimethyl-K4 specific)	molecular_function
0034647	histone demethylase activity (H3-trimethyl-K4 specific)	molecular_function
1990837	sequence-specific double-stranded DNA binding	molecular_function
0060444	branching involved in mammary gland duct morphogenesis	biological_process
0044344	cellular response to fibroblast growth factor stimulus	biological_process
0006338	chromatin remodeling	biological_process
0070306	lens fiber cell differentiation	biological_process
0060763	mammary duct terminal end bud growth	biological_process
0033601	positive regulation of mammary gland epithelial cell proliferation	biological_process
2000864	regulation of estradiol secretion	biological_process
0060992	response to fungicide	biological_process
0048511	rhythmic process	biological_process
0007338	single fertilization	biological_process
0061038	uterus morphogenesis	biological_process
0031305	integral component of mitochondrial inner membrane	cellular_component
0030016	myofibril	cellular_component
0005507	copper ion binding	molecular_function
0006878	cellular copper ion homeostasis	biological_process
0006825	copper ion transport	biological_process
0033617	mitochondrial cytochrome c oxidase assembly	biological_process
0071532	ankyrin repeat binding	molecular_function
0031406	carboxylic acid binding	molecular_function
0008198	ferrous iron binding	molecular_function
0102113	hypoxia-inducible factor-asparagine oxygenase activity	molecular_function
0051059	NF-kappaB binding	molecular_function
0005112	Notch binding	molecular_function
0019826	oxygen sensor activity	molecular_function
0036140	peptidyl-asparagine 3-dioxygenase activity	molecular_function
0036139	peptidyl-histidine dioxygenase activity	molecular_function
0045746	negative regulation of Notch signaling pathway	biological_process
0061428	negative regulation of transcription from RNA polymerase II promoter in response to hypoxia	biological_process
0055114	obsolete oxidation-reduction process	biological_process
0042265	peptidyl-asparagine hydroxylation	biological_process
